Date,Close
2025-05-01,100
2025-05-02,101
2025-05-03,100.5
2025-05-04,101.3
2025-05-05,100.8
2025-05-06,101.1
2025-05-07,100.6
2025-05-08,100.9
2025-05-09,101.4
2025-05-10,101.0
2025-05-11,100.7
2025-05-12,100.4
2025-05-13,100.6
2025-05-14,100.3
2025-05-15,100.9
2025-05-16,101.2
2025-05-17,101.0
2025-05-18,100.5
2025-05-19,100.8
2025-05-20,100.6
2025-05-21,100.4
2025-05-22,100.9
2025-05-23,101.0
2025-05-24,100.8
2025-05-25,100.7
2025-05-26,100.5
2025-05-27,100.6
2025-05-28,100.3
2025-05-29,100.1
2025-05-30,100.2
2025-05-31,100.0
2025-06-01,99.8
2025-06-02,100.0
2025-06-03,100.3
2025-06-04,100.6
2025-06-05,100.8
2025-06-06,101.0
2025-06-07,100.9
2025-06-08,100.7
